year,city,hotel_name,total_rooms,rooms_used,occupancy_rate,avg_price,room_revenue,food_revenue,total_revenue,employees,individual_guests,group_guests,total_guests,domestic_guests,japan_guests,korea_guests,hk_mo_guests,usa_guests,domestic_ratio,international_ratio,individual_ratio,revpar,star_rank,star_rating,has_star
2023,花蓮縣,瑞穗天合國際觀光酒店,2376,41137.0,56.92126746921268,12726.07433697158,523512520,69846416,613599658,215,74653,39708,114361,112745,84,11,329,481,0.9858693085929644,0.0141306914070356,0.6527837287187066,7243.842811678427,5.0,五星級,1
2023,澎湖縣,澎湖福朋喜來登酒店,3972,63185.0,52.29896949882051,3497.074843712906,220962674,220022880,484805010,208,97793,61277,159070,155561,146,46,104,965,0.9779405293267115,0.022059470673288506,0.6147796567548878,1828.9341058643377,5.0,五星級,1
2023,澎湖縣,寶華大飯店,888,6784.0,25.116623472787857,2231.568838443396,15138963,120870,15283833,15,7242,5740,12982,12703,73,3,64,26,0.9785087043598829,0.021491295640117092,0.5578493298413187,560.4947426878933,,無星等/未評鑑,0
2023,基隆市,長榮桂冠酒店(基隆),1680,40953.0,80.14285714285714,3268.29372695529,133846433,85000694,260303923,88,66452,26328,92780,89015,568,233,496,573,0.9594201336494934,0.04057986635050659,0.7162319465402026,2619.303972602739,5.0,五星級,1
2023,新竹市,新竹老爺大酒店,2496,53358.0,70.28187565858799,3137.594100228644,167415746,177859656,359826256,164,66836,23327,90163,65069,7903,1547,402,6730,0.7216818428845535,0.2783181571154465,0.7412796823530716,2205.1599841938882,4.0,四星級,1
2023,新竹市,新竹國賓大飯店,3084,57600.0,61.403976333884124,3345.844670138889,192720653,386776281,658681148,274,79060,15718,94778,61758,5015,3585,803,7934,0.651606912996687,0.34839308700331295,0.8341598261199856,2054.4816694206065,4.0,四星級,1
2023,嘉義市,耐斯王子大飯店,2940,46715.0,52.239306681576736,2639.584309108423,123308181,129459239,277611269,118,54352,66280,120632,115413,1172,468,103,971,0.9567361894024803,0.043263810597519714,0.4505603819881955,1378.9005423539274,5.0,五星級,1
2023,嘉義市,鈺通大飯店,1440,20642.0,47.12785388127854,1982.703613990892,40926968,56181996,97482222,61,19073,18288,37361,36518,217,63,94,172,0.9774363641230159,0.022563635876984067,0.5105056074516207,934.4056621004565,3.0,三星級,1
2023,金門縣,陸島酒店,564,6342.0,36.96881375692218,1477.152317880795,9368100,1027520,10432176,11,1831,11013,12844,12782,0,0,0,0,0.995172843350981,0.004827156649019004,0.14255683587667392,546.0856893034102,,無星等/未評鑑,0
2024,新北市,福容大飯店    淡水漁人碼頭,2376,43253.0,59.685654357786,5984.8788523339,258863965,190670405,474763292,149,49727,67105,116832,113567,127,187,571,794,0.9720538893453848,0.027946110654615164,0.42562825253355246,3572.114105536241,4.0,四星級,1
2024,新北市,大板根渡假酒店,1140,27096.0,77.92924935289,6229.4777826986,168793930,172000416,519561199,225,38672,42616,81288,79071,75,201,642,399,0.9727266017124299,0.02727339828757014,0.4757405767148903,4854.585274662075,4.0,四星級,1
2024,新北市,板橋凱撒大飯店,4800,128339.0,87.66325136612,4119.1876748299,528652427,125891523,656575163,157,228565,31762,260327,136758,13863,43136,22820,6219,0.5253316021772617,0.4746683978227383,0.8779919101745113,3611.013845628369,5.0,五星級,1
2024,新北市,八里福朋喜來登酒店,2892,39306.0,44.561594449357,3742.9150765786,147119020,454692141,602584284,145,55999,40844,96843,86889,901,474,715,4222,0.8972150800780645,0.1027849199219355,0.5782452009954255,1667.9026370087959,3.0,三星級,1
2024,新北市,瓏山林台北中和飯店,1512,22572.0,48.946135831382,2604.2903597377,58784042,36010485,102133003,80,39901,5263,45164,29896,892,1430,1668,1647,0.6619431405544238,0.3380568594455762,0.8834691347090603,1274.6994969208017,3.0,三星級,1
2024,新北市,碧特弗大飯店,660,2520.0,12.518628912072,2723.1936507937,6862448,2223016,9085464,16,2204,1722,3926,3598,24,24,63,25,0.9164544065206317,0.0835455934793683,0.5613856342333163,340.90650769996915,,無星等/未評鑑,0
2024,新北市,美麗春天大飯店,408,196.0,1.5750562520090001,2516.9183673469,493316,0,493316,5,387,0,387,387,0,0,0,0,1.0,0.0,1.0,39.642880102860204,,無星等/未評鑑,0
2024,新北市,福容大飯店 福隆,2088,30041.0,47.171974122229,4821.0847175527,144830206,78236169,245347808,115,43003,23458,66461,65467,99,47,122,152,0.9850438603090534,0.014956139690946557,0.647041121860941,2274.200835374697,3.0,三星級,1
2024,台北市,圓山大飯店,5676,121341.0,70.091498284407,4265.5328124871,517584017,845437247,1585979163,576,117475,122373,239848,124320,55633,7390,4493,17298,0.5183282745738969,0.48167172542610315,0.4897893665988459,2989.7758580852133,5.0,五星級,1
2024,台北市,雀客藏居台北陽明山,600,8951.0,48.912568306011,3960.7572338286,35452738,23029185,70264128,26,15381,2714,18095,14894,406,241,692,611,0.8231003039513678,0.1768996960486322,0.8500138159712628,1937.308087431686,3.0,三星級,1
2024,台北市,豪景大酒店,2441,48437.0,65.037932192011,2174.0094142907,105302494,430866,109294890,37,64591,44982,109573,21250,19018,17799,9457,1937,0.19393463718251758,0.8060653628174824,0.5894791600120468,1413.930768714321,3.0,三星級,1
2024,台北市,國王大飯店,1164,24380.0,68.672187482395,1622.4038966366,39554207,9662181,49427087,47,7313,17067,24380,2004,21553,115,77,172,0.08219852337981952,0.9178014766201805,0.29995898277276456,1114.1402456199678,3.0,三星級,1
2024,台北市,台北凱撒大飯店,5736,151821.0,86.780643391179,3628.135264555,550827124,219549156,802052971,154,222835,65431,288266,55785,119220,28370,24454,11138,0.19351918020161935,0.8064808197983806,0.7730186702559442,3148.5191256830835,4.0,四星級,1
2024,台北市,兄弟大飯店,3000,57940.0,63.322404371584994,3760.6772695892,217893641,604457877,886567356,450,49817,29361,79178,34742,15656,2087,2902,6176,0.4387835004673015,0.5612164995326985,0.6291772967238374,2381.351267759555,4.0,四星級,1
2024,台北市,三德大飯店,3444,45267.0,43.094190895071,2069.8052444386,93693874,25935130,157846684,81,69406,11863,81269,20656,19836,4461,11256,3836,0.2541682560385879,0.7458317439614122,0.8540279811490236,891.9658231945613,3.0,三星級,1
2024,台北市,亞都麗緻大飯店,2628,40849.0,50.963145944058,4321.9970378712,176549257,176342196,394747216,206,67775,0,67775,21941,19297,1891,3232,4920,0.323732939874585,0.676267060125415,1.0,2202.625658108163,4.0,四星級,1
2024,台北市,國聯大飯店,2910,28911.0,32.573939496366,3031.7640690395,87651331,21553855,130978099,115,30072,18411,48483,27730,2695,1544,773,1278,0.5719530557102489,0.4280469442897511,0.6202586473609306,987.5649935214907,4.0,四星級,1
2024,台北市,台北寒舍喜來登大飯店,8256,190978.0,75.842705553438,5050.864282797,964603959,1539729324,2780258695,788,249073,61803,310876,67011,68965,14895,16560,64864,0.2155553982938535,0.7844446017061465,0.801197261930802,3830.712125905496,5.0,五星級,1
2024,台北市,老爺大酒店,2424,60943.0,82.431152951361,5029.2908455442,306500072,384354593,768860377,225,92867,3218,96085,20489,54718,1284,3357,5128,0.21323827860748296,0.7867617213925171,0.9665088203153458,4145.702429259337,5.0,五星級,1
2024,台北市,福華大飯店,7272,146644.0,66.116611661166,4417.1875494395,647754051,509778916,1354410357,458,243162,23596,266758,87528,31372,28179,8317,37817,0.32811761971524755,0.6718823802847524,0.9115452957362103,2920.4947384082893,5.0,五星級,1
2024,台北市,台北君悅酒店,10200,235486.0,75.694631951141,6018.4377712475,1417257837,1301015763,3302159323,554,291944,100078,392022,125832,18422,27262,13665,138603,0.3209819857048839,0.6790180142951161,0.744713306906245,4555.634320154249,5.0,五星級,1
2024,台北市,晶華酒店,6453,152805.0,77.63811052907,5966.1360361245,911655417,2135057101,3366762102,989,250640,30736,281376,101672,69646,27063,10472,30692,0.36133856476742865,0.6386614352325714,0.8907653815535085,4631.995290041015,5.0,五星級,1
2024,台北市,台北遠東香格里拉,5040,110725.0,72.030314858184,6433.2757281553,712324455,772099885,1694211247,474,157141,26642,183783,34615,12748,6110,13643,57144,0.18834712677451124,0.8116528732254887,0.8550355582398808,4633.9087626853925,5.0,五星級,1
2024,台北市,美麗信花園酒店,2436,69470.0,93.501843925812,2405.6344465237,167119425,59327105,331936188,121,125225,18296,143521,26107,45788,18742,14409,9840,0.18190369353613756,0.8180963064638624,0.8725203977118331,2249.312565614161,,無星等/未評鑑,0
2024,台北市,台北寒舍艾美酒店,1920,47387.0,80.920423497268,9803.4775571359,464557391,826874515,1421389086,348,62172,5036,67208,23311,2072,976,7539,15474,0.34684858945363645,0.6531514105463636,0.9250684442328294,7933.015556693995,5.0,五星級,1
2024,台北市,台北W飯店,4860,92935.0,62.696485191931,9916.8162586754,921619319,563725553,1670230226,412,133479,8436,141915,26069,8506,2745,14918,45107,0.18369446499665293,0.816305535003347,0.9405559665997252,6217.495237131428,5.0,五星級,1
2024,台北市,台北萬豪酒店,3816,97738.0,83.97601127264001,6328.6854242976,618553056,980876612,2027790098,533,114780,21186,135966,31295,6940,16145,5910,44465,0.23016783607666622,0.7698321639233338,0.844181633643705,5314.577585318077,5.0,五星級,1
2024,台北市,台北美福大飯店,1752,36820.0,68.90485814806499,6744.9414720261,248348745,862690837,1202439500,347,63387,4298,67685,31522,4227,8056,2374,11724,0.46571618527000075,0.5342838147299993,0.9364999630641945,4647.592353469591,6.0,卓越五星,1
2024,台北市,JR東日本大飯店台北,3456,85998.0,81.585837887067,5723.1705039652,492181217,318226085,869798922,274,148988,10744,159732,38781,47625,9233,19086,13989,0.2427879197656074,0.7572120802343926,0.9327373350361856,4669.296609365483,4.0,四星級,1
2024,台北市,天成大飯店,2703,72702.0,88.185633536304,3748.9895326126,272559037,377439121,693818759,272,143756,7457,151213,21198,46117,21989,12917,11350,0.14018635963839088,0.8598136403616091,0.9506854569382263,3306.070170544144,4.0,四星級,1
2024,台北市,第一大飯店,2112,26783.0,41.578179334327,1844.0347235186,49388782,40653419,361619876,38,6366,37791,44157,8945,19420,287,993,2295,0.20257263853975588,0.7974273614602441,0.14416740267681227,766.7160643318244,4.0,四星級,1
2024,台北市,歐華酒店,1344,16719.0,40.786007025761,3649.4951253065,61015909,58581342,132476201,102,20350,8523,28873,5320,9991,1101,1134,3106,0.1842551865064247,0.8157448134935753,0.7048107228206283,1488.4833382123145,4.0,四星級,1
2024,台北市,福容大飯店  台北一館,1440,26515.0,60.371129326047004,3180.8031303036,84338995,96971174,191552119,73,35730,5770,41500,22306,2558,1399,2160,3284,0.5374939759036145,0.4625060240963855,0.8609638554216867,1920.2867714025376,4.0,四星級,1
2024,台北市,漢普頓酒店,1452,32072.0,72.42017793433601,2676.0105699676,85825011,48443382,162349934,66,43548,17771,61319,22612,15348,7961,3983,2855,0.3687600906733639,0.6312399093266361,0.710187706909767,1937.9716163121752,,無星等/未評鑑,0
2024,台北市,台北君品大酒店,3405,76537.0,73.70098605654401,4866.5316644237,372469734,505962806,935472547,338,137471,11348,148819,25993,38804,11586,18197,15061,0.17466183753418582,0.8253381624658142,0.9237462958358812,3586.6818234342104,5.0,五星級,1
2024,台北市,台北花園大酒店,2892,74745.0,84.739133392286,2611.5785002341,195202435,275959503,579105308,153,148113,13167,161280,15876,9850,66007,22163,7044,0.0984375,0.9015625,0.918359375,2213.028988957636,4.0,四星級,1
2024,台北市,日勝生加賀屋國際溫泉飯店,1068,12433.0,38.168477927181,11555.773586423,143672933,91612644,311914678,127,24518,3287,27805,19828,1130,167,3541,1115,0.7131091530300305,0.28689084696996947,0.8817838518252112,4410.662890648875,,無星等/未評鑑,0
2024,台北市,北投麗禧溫泉酒店,792,14618.0,60.51498592482199,15938.186482419,232984410,105075379,422347303,162,25159,1170,26329,13994,623,1492,4504,2113,0.5315051843974324,0.46849481560256756,0.9555623077215238,9644.991306507738,4.0,四星級,1
2024,台北市,台北艾麗酒店,2820,68577.0,79.731426578305,6408.2222027794,439456654,261491438,777035425,182,90490,8922,99412,23542,2739,4869,12593,15209,0.2368124572486219,0.7631875427513781,0.9102522834265481,5109.366980583697,5.0,五星級,1
2024,台北市,北投老爺酒店,600,12989.0,70.978142076503,6127.4698591116,79589706,43941225,143526648,65,26754,1146,27900,19785,422,607,4215,958,0.7091397849462365,0.29086021505376347,0.9589247311827958,4349.16426229513,4.0,四星級,1
2024,台北市,雀客旅館台北南京,672,16572.0,80.854800936768,2414.486664253,40012873,0,40092123,19,26119,4909,31028,23672,859,863,1352,190,0.7629238107515792,0.23707618924842078,0.8417880623952559,1952.2283860265732,,無星等/未評鑑,0
2024,台北市,台北敦化美憬閣酒店,707,7636.0,35.494817087343,3976.1771870089,30362089,2340170,36351222,48,13010,65,13075,4719,211,180,1155,628,0.36091778202676866,0.6390822179732314,0.9950286806883365,1411.3368195974692,,無星等/未評鑑,0
2024,台北市,台北中山雅樂軒酒店,1056,26655.0,82.758941877794,4579.5971487526,122069162,5803427,141948926,41,40864,0,40864,5949,6079,971,3277,12184,0.1455804620203602,0.8544195379796398,1.0,3790.0261425732756,,無星等/未評鑑,0
2024,台北市,義華酒店,1788,31445.0,57.661275534529,3518.503164255,110639332,2165751,127943516,18,41430,3423,44853,14500,1679,3511,1831,12428,0.32327826455309566,0.6767217354469044,0.9236840345127416,2028.8138042321966,,無星等/未評鑑,0
2024,台北市,台北漢來大飯店,5088,60093.0,38.723708629756,6082.1557086516,365494983,869472349,1474516606,455,86624,15641,102265,74195,3747,3060,2698,4444,0.7255170390651738,0.27448296093482616,0.8470542218745416,2355.236255026317,5.0,五星級,1
2024,桃園市,尊爵天際大飯店,3000,66871.0,73.08306010929,2552.3086240672,170675430,35854891,208824489,81,40445,51523,91968,11932,3309,2549,0,1610,0.12974077940153098,0.870259220598469,0.4397725295755045,1865.3052459016244,3.0,三星級,1
2024,桃園市,南方莊園渡假飯店,1332,18195.0,44.786589868556995,5512.6871668041,100303343,172091734,309585000,126,31446,13662,45108,44737,26,9,192,16,0.9917752948479206,0.008224705152079403,0.6971268954509178,2468.9445921331267,4.0,四星級,1
2024,桃園市,桃園國際機場凱悅酒店,6192,124424.0,65.883000804846,3215.829309458,400126346,261275983,745031455,261,135161,15610,150771,51840,13204,3520,2509,14011,0.34383269992239884,0.6561673000776012,0.8964655006599412,2118.6848498326876,,無星等/未評鑑,0
2024,桃園市,桃園喜來登酒店,2268,32838.0,47.471593373233,3136.6811316158,103002335,139590715,264876818,142,37495,16569,54064,30625,2143,627,850,10047,0.5664582716780112,0.4335417283219888,0.693529890500148,1489.032512215576,4.0,四星級,1
2024,桃園市,名人堂花園大飯店,1536,23565.0,50.300973360656,5739.1107574793,135242145,198842225,402878555,197,61526,7795,69321,66193,135,98,514,860,0.9548765886239379,0.04512341137606213,0.8875521126354208,2886.8285732582062,,無星等/未評鑑,0
2024,桃園市,和逸飯店桃園青埔館,2616,59336.0,74.367072742768,5085.6682621006,301763212,0,345699641,116,119081,17605,136686,104613,2538,3355,4873,4473,0.7653527062025371,0.23464729379746285,0.8712011471547927,3782.0626159322187,4.0,四星級,1
2024,桃園市,尊爵大飯店,2616,43518.0,54.542036396450996,2750.0187738407,119675317,116776473,245480471,115,30089,36509,66598,13595,4272,6016,1109,1862,0.2041352593170966,0.7958647406829034,0.45180035436499594,1499.91624053743,3.0,三星級,1
2024,桃園市,古華花園飯店,3060,77977.0,83.54976963463,2747.7032971261,214257660,116471909,350834185,172,123565,8720,132285,73342,7153,3106,5946,6345,0.5544241599576671,0.44557584004233286,0.9340817175038743,2295.6997749919897,3.0,三星級,1
2024,桃園市,福容大飯店   桃園,2184,51545.0,77.380952380952,2253.5655640702,116160037,67712938,187783473,66,44922,5649,50571,21609,3069,3107,6550,867,0.42730023135789286,0.5726997686421071,0.8882956635225723,1743.8304960066935,3.0,三星級,1
2024,桃園市,福容徠旅 林口,1788,31431.0,57.635603476730005,2883.5597022048,90633165,15134669,107026733,27,48653,13637,62290,40263,1495,5566,2339,1138,0.6463798362497993,0.35362016375020067,0.781072403275004,1661.957035977535,,無星等/未評鑑,0
2024,台中市,全國大飯店,2136,31535.0,48.405169767299,2168.2802283177,68376717,68031715,157712854,76,49153,8600,57753,43423,5013,802,1012,1762,0.7518743615050301,0.24812563849496994,0.8510899866673592,1049.559725547961,5.0,五星級,1
2024,台中市,長榮桂冠酒店(台中),4248,83335.0,64.31956407644101,2652.6861342773,221061599,307162859,602220883,255,65571,17764,83335,59947,5807,1135,756,3530,0.7193496130077398,0.2806503869922602,0.7868362632747345,1706.1961578833539,5.0,五星級,1
2024,台中市,台中福華大飯店,1860,50430.0,88.89476467477499,2895.1804481459,146003950,197120764,380776795,190,88089,8078,96167,70000,4124,2262,1235,2878,0.7279004232221032,0.27209957677789676,0.9160002911601693,2573.6638462893934,5.0,五星級,1
2024,台中市,台中金典酒店,2664,61237.0,75.366760202826,2838.6629652008,173831204,267661155,604301878,251,67526,50664,118190,92448,6083,2819,1886,2813,0.7821981555123106,0.21780184448768936,0.5713342922413064,2139.4083099493173,5.0,五星級,1
2024,台中市,通豪大飯店,2712,29275.0,35.392185308767,1496.5042869342,43810163,7342114,55584139,59,28780,147,28927,26574,130,129,243,181,0.9186573097797905,0.08134269022020946,0.9949182424724305,529.6455703853942,3.0,三星級,1
2024,台中市,龍谷大飯店,2268,13477.0,19.482753635759,1870.5039697262,25208782,11478573,41924050,36,12959,16742,29701,29404,24,14,162,17,0.9900003366890003,0.009999663310999662,0.4363152755799468,364.4256801688477,,無星等/未評鑑,0
2024,台中市,裕元花園酒店,1788,45266.0,83.00509773719101,3931.4321786772,177960209,375622920,592780918,283,69160,9751,78911,60035,2065,1929,1342,3152,0.7607938056798165,0.23920619432018353,0.8764304089417192,3263.289122382388,5.0,五星級,1
2024,台中市,台中港酒店,2400,54690.0,74.713114754098,2940.3736149205,160809033,38206102,214796022,110,74642,5191,79833,44398,8796,1219,850,2857,0.5561359337617277,0.44386406623827235,0.9349767639948392,2196.844713114773,3.0,三星級,1
2024,台南市,台南大飯店,1824,33737.0,60.643155018693996,2174.0112635978,73344618,123854868,207402821,108,50184,7896,58080,35091,11097,842,1781,1468,0.6041838842975207,0.3958161157024793,0.8640495867768595,1318.389020707482,3.0,三星級,1
2024,台南市,趣淘漫旅,2376,46951.0,64.788596345973,3372.907690997,158361389,34249799,213644508,93,85355,47789,133144,132785,7,0,37,11,0.9973036712131227,0.002696328786877311,0.6410728234092411,2185.2595490423246,3.0,三星級,1
2024,台南市,台糖長榮酒店(台南),2364,54299.0,75.30859060775,2892.0609587654,157036018,248207591,419387244,158,88411,21412,109823,98450,3815,666,562,1798,0.8964424574087395,0.10355754259126049,0.8050317328792693,2177.9703475632045,5.0,五星級,1
2024,台南市,台南遠東香格里拉,3969,83647.0,69.098343728057,4077.6809927433,341085782,286092914,708777426,362,127557,17931,145488,85422,9152,5842,4756,13465,0.5871412075222698,0.41285879247773016,0.876752721873969,2817.6100284994127,5.0,五星級,1
2024,台南市,台南大員皇冠假日酒店,2760,54221.0,64.410786410074,4071.9279061618,220784003,225033696,492321368,225,91122,30999,122121,111573,770,304,828,2824,0.913626648979291,0.08637335102070898,0.7461615938290712,2622.7607864100755,5.0,五星級,1
2024,台南市,遠百企業觀光旅館,496,1080.0,7.1240105540897005,451.11111111111,487200,0,528800,25,920,0,920,920,0,0,0,0,1.0,0.0,1.0,32.13720316622679,,無星等/未評鑑,0
2024,高雄市,承攜行旅 高雄六合館,3228,38435.0,39.038535762894,2306.0864576558,88634433,0,88634433,30,77243,22126,99369,79543,2529,2802,3065,330,0.8004810353329509,0.1995189646670491,0.7773349837474464,900.2623864952149,,無星等/未評鑑,0
2024,高雄市,高雄圓山大飯店,1260,26000.0,67.65547749154301,2744.5251923077,71357655,148761180,242795010,128,31557,25438,56995,50875,2708,417,281,760,0.8926221598385823,0.10737784016141771,0.5536801473813492,1856.8216237314634,5.0,五星級,1
2024,高雄市,漢來大飯店,6420,111442.0,56.913334354732,3948.7985319718,440062006,926885937,1756056413,795,147443,42579,190022,122050,18457,8173,3130,9572,0.6422940501626128,0.35770594983738724,0.7759259454168465,2247.3929114958596,5.0,五星級,1
2024,高雄市,高雄福華大飯店,3252,72387.0,72.981065876233,2621.7486427121,189780519,270366127,503464254,287,110988,25933,136921,78823,22302,6955,8687,2764,0.5756823277656459,0.4243176722343541,0.8105988124538968,1913.3801040469623,5.0,五星級,1
2024,高雄市,寒軒國際大飯店,4452,92597.0,68.193333627915,2226.7876713068,206193858,188765664,404915651,217,89455,52316,141771,106891,12703,3871,3286,1432,0.7539694295730438,0.2460305704269562,0.630982358874523,1518.5207458795253,5.0,五星級,1
2024,高雄市,麗尊大酒店,2256,40311.0,58.584757586326994,2482.7145692243,100080707,175076773,284843067,177,66162,11057,77219,58907,7070,2507,2204,1690,0.7628562918452713,0.23714370815472874,0.8568098524974423,1454.4923119404784,3.0,三星級,1
2024,高雄市,義大皇家酒店,7872,106167.0,44.21856257497,3011.7852816789,319752208,223871269,605232842,383,136862,126286,263148,246164,612,8623,2226,600,0.9354583732348336,0.0645416267651664,0.5200951555778497,1331.768159402921,4.0,四星級,1
2024,高雄市,高雄萬豪酒店,8400,152312.0,59.450429352069,4826.0783588949,735069647,969216437,1883256673,733,204497,55093,259590,166325,4935,6765,7890,45915,0.6407219076235602,0.3592780923764398,0.7877691744674294,2869.1243052303034,5.0,五星級,1
2024,高雄市,福容大飯店 高雄,3000,49477.0,54.073224043715996,2609.1885320452,129094821,54967455,184474671,81,57618,37452,95070,80447,3685,2962,1865,1171,0.8461870200904597,0.15381297990954035,0.6060586935941937,1410.8723606557458,3.0,三星級,1
2024,高雄市,晶英國際行館,1764,21191.0,39.387011635255,7151.1074040866,151539117,158517618,349218250,213,37180,3267,40447,32750,997,792,2020,1070,0.8097015847899721,0.19029841521002788,0.9192276312211042,2816.6075052971705,4.0,四星級,1
2024,宜蘭縣,礁溪老爺酒店,1773,42765.0,78.93862482695,8702.4413188355,372159903,245571462,728016789,304,92614,18050,110664,106367,215,216,1522,1058,0.9611707511024362,0.038829248897563784,0.8368936600881949,6869.587503461034,5.0,五星級,1
2024,宜蘭縣,蘭城晶英酒店,2316,56122.0,79.45015430788001,10392.008392431,583220295,489315725,1195210654,347,202982,6796,209778,201755,117,90,2282,1105,0.9617548074631277,0.03824519253687231,0.9676038478772798,8256.46670347427,5.0,五星級,1
2024,宜蘭縣,長榮鳳凰酒店(礁溪),2772,42773.0,50.591394034017,5734.3270521123,245274371,257250324,553132340,252,89540,25936,115476,111549,158,190,1210,1013,0.9659929335965916,0.03400706640340845,0.7753992171533479,2901.0759941333654,5.0,五星級,1
2024,宜蘭縣,綠舞國際觀光飯店,1356,13799.0,33.36476618792,5964.8911515327,82309533,54109910,183662703,258,24396,16292,40688,40599,0,0,51,0,0.9978126228863547,0.0021873771136452502,0.5995871018482107,1990.171986072814,4.0,四星級,1
2024,宜蘭縣,礁溪麒麟酒店,2004,32615.0,53.360492130493,3674.4146864939,119841035,0,119841035,52,64665,10965,75630,71576,176,705,1300,152,0.9463969324342192,0.053603067565780815,0.8550178500595002,1960.6857596282564,,無星等/未評鑑,0
2024,宜蘭縣,幼獅大飯店,637,2510.0,12.918832672809,1362.1314741036,3418950,0,3622830,8,903,1824,2727,2727,0,0,0,0,1.0,0.0,0.3311331133113311,175.97148592311075,3.0,三星級,1
2024,宜蘭縣,山泉大飯店,1752,30349.0,56.795044539261994,1937.5392599427,58802379,17377010,80188829,41,26052,38946,64998,56662,34,1693,3275,12,0.871749899996923,0.12825010000307702,0.4008123326871596,1100.4262856501437,3.0,三星級,1
2024,宜蘭縣,悅川酒店,1236,22681.0,60.164995490477004,4845.3694281557,109897824,77803952,187701776,99,38372,24523,62895,61489,39,8,513,64,0.9776452818189045,0.022354718181095468,0.610096192066142,2915.2162979468285,4.0,四星級,1
2024,宜蘭縣,凱渡廣場酒店,3420,33907.0,32.505991755345,5904.2397734981,200195058,180489668,414040528,160,42884,41799,84683,84103,43,3,134,120,0.9931509275769635,0.006849072423036451,0.5064062444646505,1919.2316939890925,,無星等/未評鑑,0
2024,新竹縣,新竹喜來登大飯店,4632,108714.0,76.951499193069,3910.0049303678,425072276,520632361,1086445431,326,115467,18310,133777,53081,3444,7522,474,33247,0.3967871906232013,0.6032128093767988,0.8631304334825867,3008.807412440936,4.0,四星級,1
2024,新竹縣,豐邑喜來登大飯店,4608,72476.0,51.568192167576996,3910.0049257685,283381517,41979811,355141224,103,76979,12203,89182,35387,2298,5014,316,22165,0.39679531744073915,0.6032046825592609,0.8631674553160952,2016.3188538820264,4.0,四星級,1
2024,苗栗縣,馥藝金鬱金香酒店,2292,44884.0,64.20621978084901,2512.6328758578,112777014,69465126,187900532,100,69987,22992,92979,88003,855,461,229,184,0.9464825390679615,0.05351746093203846,0.7527183557577517,1613.2665865591262,3.0,三星級,1
2024,南投縣,涵碧樓大飯店,1152,28886.0,82.211976320583,16204.680087239,468088389,90303196,623721109,298,48502,9080,57582,47644,1505,128,381,3700,0.8274113438227224,0.1725886561772776,0.8423118335590983,13322.187756147156,5.0,五星級,1
2024,南投縣,雲品溫泉酒店日月潭,2484,51952.0,68.572635358095,12322.757911149,640191919,253538096,966962669,336,84577,49804,134381,118704,888,89,1267,7890,0.8833391625304172,0.11666083746958278,0.6293821299141992,8450.039848473009,5.0,五星級,1
2024,南投縣,日月潭力麗溫德姆溫泉酒店,2370,21448.0,29.672670927755,7715.335462514,165478515,75178809,253630795,203,24509,22549,47058,43153,77,71,381,1078,0.9170172978027116,0.08298270219728843,0.5208253644438777,2289.3461027641633,5.0,五星級,1
2024,南投縣,漢來日月行館,279,1703.0,19.904160822814,19530.038755138,33259656,19201780,55305413,193,2603,899,3502,3356,4,0,18,45,0.9583095374071959,0.04169046259280407,0.7432895488292405,3887.2903225805685,,無星等/未評鑑,0
2024,嘉義縣,名都觀光渡假大飯店,1164,8079.0,22.756464424539,1710.833890333,13821827,12863658,27097870,41,4206,14928,19134,19134,0,0,0,0,1.0,0.0,0.2198181248040138,389.32530561658575,3.0,三星級,1
2024,嘉義縣,阿里山賓館(現代館),1248,19070.0,50.099831862127,10417.74902989,198666474,89258086,294851323,115,34250,14676,48926,45101,155,59,296,1260,0.9218207088255733,0.07817929117442668,0.7000367902546704,5219.274747793256,4.0,四星級,1
2024,嘉義縣,阿里山賓館(歷史館),385,3560.0,30.362473347548004,10819.402808989,38517074,0,38517074,11,6588,2824,9412,8661,28,11,60,252,0.9202082447938802,0.07979175520611981,0.6999575010624735,3285.0382942431447,4.0,四星級,1
2024,屏東縣,凱撒大飯店,3372,62882.0,61.141901483771996,6626.0442256926,416658913,81898109,535166798,221,140535,19336,159871,146850,764,3652,1733,2115,0.9185530834235102,0.08144691657648984,0.8790524860668915,4051.2894327441322,5.0,五星級,1
2024,屏東縣,墾丁福華渡假飯店,5496,74394.0,44.380413773355,3722.3618974648,276921391,104187472,393051405,244,115811,99088,214899,204531,809,1460,886,1482,0.951754079823545,0.048245920176455015,0.5389089758444665,1651.9996122365867,5.0,五星級,1
2024,屏東縣,墾丁怡灣渡假酒店,2808,42205.0,49.279575918919996,3264.5584646369,137780690,34490811,181532159,89,51815,35509,87324,51685,10,35,93,73,0.5918762310475929,0.4081237689524071,0.593364939764555,1608.7605669982702,3.0,三星級,1
2024,台東縣,知本老爺大酒店,2184,39567.0,59.399207350027,5227.2013546642,206824676,107284142,352572419,202,71852,15431,87283,83684,253,11,208,1665,0.9587663118820389,0.04123368811796113,0.8232072683111259,3104.9161712604086,5.0,五星級,1
2024,台東縣,娜路彎大酒店,3504,50248.0,47.016992289842,5301.8139826461,266405549,150895681,450863574,178,118672,14392,133064,122894,84,22,205,529,0.9235706126375278,0.07642938736247218,0.8918415198701377,2492.753471442482,5.0,五星級,1
